section,feature_name,display_term,term,normalized_term,canonical_term,matched_surface_terms,search_terms,source,wiki_category,wiki_url,wikidata_id,match_type,document_frequency,total_frequency,confidence_score
conclusion,conclusion__Word2Vec,Word2Vec,Word2Vec,word2vec,Word2Vec,word2vec,word2vec,Wikidata SPARQL,word embedding,https://en.wikipedia.org/wiki/Word2vec,Q22673982,exact,3,3,0.92
conclusion,conclusion__image segmentation,image segmentation,image segmentation,image segmentation,image segmentation,image segmentation,image segmentation,Wikidata SPARQL,computer vision,https://en.wikipedia.org/wiki/Image_segmentation,Q56933,exact,3,3,0.92
conclusion,conclusion__GPT-4,GPT-4,GPT-4,gpt-4,GPT-4,gpt-4,gpt-4,Wikidata SPARQL,large language model,https://en.wikipedia.org/wiki/GPT-4,Q116709136,variant,2,22,0.82
conclusion,conclusion__sentence embeddings,sentence embeddings,sentence embeddings,sentence embeddings,Sentence Embedding,sentence embeddings; sentence representation; text embedding,sentence embedding; sentence embeddings; sentence representation; text embedding,Wikidata SPARQL,natural language processing,,Q140197859,alias,2,7,0.92
conclusion,conclusion__YOLO,YOLO,YOLO,yolo,You Only Look Once,yolo,yolo; you only look once,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/You_Only_Look_Once,Q97732222,alias,2,7,0.72
conclusion,conclusion__nlu,nlu,nlu,nlu,natural language understanding,natural language understanding; nlu,natural language understanding; nlu,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Natural_language_understanding,Q1078276,alias; exact,2,6,0.92
conclusion,conclusion__speech synthesis,speech synthesis,speech synthesis,speech synthesis,speech synthesis,speech synthesis; tts,speech synthesis; tts,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Speech_synthesis,Q16346,alias; exact,2,6,0.76
conclusion,conclusion__optimization methods,optimization methods,optimization methods,optimization methods,optimization method,optimization method; optimization methods; optimization technique; optimization techniques,optimization method; optimization methods; optimization technique; optimization techniques,Wikidata SPARQL,machine learning,,Q112631979,alias; alias_variant; exact; variant,2,5,0.7
conclusion,conclusion__vision and language,vision and language,vision and language,vision and language,Vision and Language,vision and language; vision-and-language,vision and language; vision-and-language,Wikidata SPARQL,artificial intelligence,,Q111467776,exact; variant,2,4,0.92
conclusion,conclusion__bart,bart,bart,bart,BART,bart,bart,Wikidata SPARQL,language model,,Q108212505,exact,2,4,0.82
conclusion,conclusion__ResNet,ResNet,ResNet,resnet,residual neural network,resnet,residual neural network; resnet,Wikidata SPARQL,artificial neural network,https://en.wikipedia.org/wiki/Residual_neural_network,Q43744058,alias,2,3,0.92
conclusion,conclusion__ai models,ai models,ai models,ai models,artificial intelligence model,ai models,ai models; artificial intelligence model,Wikidata SPARQL,artificial neural network,,Q117349473,alias_variant,2,3,0.92
conclusion,conclusion__meta-learning,meta-learning,meta-learning,meta-learning,meta-learning,meta-learning,meta-learning,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Meta-learning_%28computer_science%29,Q6822311,variant,2,3,0.92
conclusion,conclusion__rlhf,rlhf,rlhf,rlhf,reinforcement learning from human feedback,rlhf,reinforcement learning from human feedback; rlhf,Wikidata SPARQL,reinforcement learning,https://en.wikipedia.org/wiki/Reinforcement_learning_from_human_feedback,Q115570683,alias,2,3,0.92
conclusion,conclusion__chatgpt,chatgpt,chatgpt,chatgpt,ChatGPT,chatgpt,chatgpt,Wikidata SPARQL,large language model,https://en.wikipedia.org/wiki/ChatGPT,Q115564437,exact,2,3,0.82
conclusion,conclusion__wavenet,wavenet,wavenet,wavenet,Google Wavenet,wavenet,google wavenet; wavenet,Wikidata SPARQL,generative model,https://en.wikipedia.org/wiki/WaveNet,Q30315025,alias,2,3,0.82
conclusion,conclusion__xgboost,xgboost,xgboost,xgboost,XGBoost,xgboost,xgboost,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/XGBoost,Q23793561,exact,2,3,0.72
conclusion,conclusion__GloVe,GloVe,GloVe,glove,GloVe,glove,glove,Wikidata SPARQL,word embedding,https://en.wikipedia.org/wiki/GloVe,Q22826110,exact,2,2,0.92
conclusion,conclusion__multi-task learning,multi-task learning,multi-task learning,multi-task learning,multi-task learning,multi-task learning,multi-task learning,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Multi-task_learning,Q6934509,variant,2,2,0.92
conclusion,conclusion__neural network models,neural network models,neural network models,neural network models,neural network model,neural network models,neural network model; neural network models,Wikidata SPARQL,artificial neural network,,Q110404576,variant,2,2,0.92
conclusion,conclusion__sentiment analysis,sentiment analysis,sentiment analysis,sentiment analysis,sentiment analysis,sentiment analysis,sentiment analysis,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Sentiment_analysis,Q2271421,exact,2,2,0.92
conclusion,conclusion__seq2seq,seq2seq,seq2seq,seq2seq,sequence-to-sequence learning,seq2seq,seq2seq; sequence-to-sequence learning,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Seq2seq,Q41589189,alias,2,2,0.92
conclusion,conclusion__svm,svm,svm,svm,support vector machine,svm,support vector machine; svm,Wikidata SPARQL,classification algorithm,https://en.wikipedia.org/wiki/Support_vector_machine,Q282453,alias,2,2,0.92
conclusion,conclusion__visual question answering,visual question answering,visual question answering,visual question answering,visual question answering,visual question answering,visual question answering,Wikidata SPARQL,question answering,,Q124169176,exact,2,2,0.92
conclusion,conclusion__albert,albert,albert,albert,ALBERT,albert,albert,Wikidata SPARQL,language model,,Q107031872,exact,2,2,0.82
conclusion,conclusion__machine learning models,machine learning models,machine learning models,machine learning models,machine learning model,machine learning models,machine learning model; machine learning models,Wikidata SPARQL,machine learning,,Q115215420,variant,2,2,0.76
conclusion,conclusion__shapes,shapes,shapes,shapes,"Shapes, Inc.",shapes,"shapes; shapes, inc.",Wikidata SPARQL,deep learning,,Q131682206,alias,2,2,0.72
conclusion,conclusion__image recognition,image recognition,image recognition,image recognition,image recognition,image recognition,image recognition,Wikidata SPARQL,artificial intelligence,https://en.wikipedia.org/wiki/Image_recognition,Q28038508,exact,2,2,0.7
experiments,experiments__training set,training set,training set,training set,training set,training data; training dataset; training set; training-set,training data; training dataset; training set; training-set,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Training_set,Q3997298,alias; exact; variant,48,170,0.72
experiments,experiments__BERT,BERT,BERT,bert,bidirectional encoder representations from transformers,bert,bert; bidirectional encoder representations from transformers,Wikidata SPARQL,transformer machine learning model,https://en.wikipedia.org/wiki/BERT_%28language_model%29,Q61726893,alias,25,129,0.92
experiments,experiments__bias,bias,bias,bias,prediction bias,bias,bias; prediction bias,Wikidata SPARQL,machine learning,,Q139934379,alias,25,75,0.76
experiments,experiments__attention,attention,attention,attention,attention,attention; attention mechanism,attention; attention mechanism,Wikidata SPARQL,artificial neural network,https://en.wikipedia.org/wiki/Attention_%28machine_learning%29,Q103701642,alias; exact,22,97,0.72
experiments,experiments__embeddings,embeddings,embeddings,embeddings,embedding,embedding; embeddings,embedding; embeddings,Wikidata SPARQL,large language model,https://en.wikipedia.org/wiki/Embedding_%28machine_learning%29,Q133284072,alias; exact,21,103,0.72
experiments,experiments__transformer,transformer,transformer,transformer,transformer,transformer; transformer architecture; transformer model; transformers,transformer; transformer architecture; transformer model; transformers,Wikidata SPARQL,artificial neural network,https://en.wikipedia.org/wiki/Transformer_%28deep_learning%29,Q85810444,alias; exact,20,82,0.92
experiments,experiments__segmentation,segmentation,segmentation,segmentation,speech segmentation,segmentation,segmentation; speech segmentation,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Speech_segmentation,Q2266173,alias,14,57,0.76
experiments,experiments__question answering,question answering,question answering,question answering,question answering,question answering; question-answering,question answering; question-answering,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Question_answering,Q1074173,exact; variant,14,39,0.92
experiments,experiments__ResNet,ResNet,ResNet,resnet,residual neural network,resnet,residual neural network; resnet,Wikidata SPARQL,artificial neural network,https://en.wikipedia.org/wiki/Residual_neural_network,Q43744058,alias,13,32,0.92
experiments,experiments__natural language processing,natural language processing,natural language processing,natural language processing,Natural language processing,natural language processing; nlp,natural language processing; nlp,Wikidata SPARQL,artificial intelligence,https://en.wikipedia.org/wiki/Natural_language_processing,Q30642,alias; exact,13,28,0.92
experiments,experiments__mrr,mrr,mrr,mrr,mean reciprocal rank,mean reciprocal rank; mrr,mean reciprocal rank; mrr,Wikidata SPARQL,information retrieval,https://en.wikipedia.org/wiki/Mean_reciprocal_rank,Q3853443,alias; exact,11,30,0.72
experiments,experiments__GPT-3,GPT-3,GPT-3,gpt-3,GPT-3,gpt-3; gpt3,gpt-3; gpt3,Wikidata SPARQL,large language model,https://en.wikipedia.org/wiki/GPT-3,Q95726734,alias; variant,10,53,0.82
experiments,experiments__sgd,sgd,sgd,sgd,stochastic gradient descent,sgd; sgd optimizer; stochastic gradient descent,sgd; sgd optimizer; stochastic gradient descent,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Stochastic_gradient_descent,Q7617819,alias; exact,10,29,0.72
experiments,experiments__epoch,epoch,epoch,epoch,Epoch,epoch; training epoch,epoch; epoch (machine learning); training epoch,Wikidata SPARQL,machine learning,,Q140192549,alias,10,14,0.92
experiments,experiments__dqn,dqn,dqn,dqn,Deep Q-Network,dqn,deep q-network; dqn,Wikidata SPARQL,artificial neural network,,Q20722857,alias,9,56,0.92
experiments,experiments__end-to-end,end-to-end,end-to-end,end-to-end,end-to-end reinforcement learning,deep rl; end-to end; end-to-end,deep rl; end-to end; end-to-end; end-to-end reinforcement learning,Wikidata SPARQL,reinforcement learning,https://en.wikipedia.org/wiki/End-to-end_reinforcement_learning,Q30589144,alias; alias_variant,9,13,0.92
experiments,experiments__bleu,bleu,bleu,bleu,BLEU,bleu,bleu,Wikidata SPARQL,machine translation,https://en.wikipedia.org/wiki/BLEU,Q3500773,exact,8,48,0.72
experiments,experiments__roberta,roberta,roberta,roberta,RoBERTa,roberta,roberta,Wikidata SPARQL,language model,,Q85124095,exact,8,39,0.82
experiments,experiments__summarization,summarization,summarization,summarization,automatic summarization,summarization,automatic summarization; summarization,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Automatic_summarization,Q1394144,alias,8,34,0.92
experiments,experiments__GPT,GPT,GPT,gpt,generative pre-trained transformer,gpt,generative pre-trained transformer; gpt,Wikidata SPARQL,large language model,https://en.wikipedia.org/wiki/Generative_pre-trained_transformer,Q116777014,alias,8,25,0.92
experiments,experiments__convolutional neural networks,convolutional neural networks,convolutional neural networks,convolutional neural networks,Convolutional neural network,cnn,cellular neural network; cnn; convolutional neural network; convolutional neural networks,Wikidata SPARQL,artificial neural network,https://en.wikipedia.org/wiki/Cellular_neural_network,Q5058375,alias,8,24,0.92
experiments,experiments__MLP,MLP,MLP,mlp,multilayer perceptron,mlp; multi-layer perceptron,mlp; multi-layer perceptron; multilayer perceptron,Wikidata SPARQL,data mining,https://en.wikipedia.org/wiki/Multilayer_perceptron,Q2991667,alias; alias_variant,8,22,0.72
experiments,experiments__heuristic,heuristic,heuristic,heuristic,heuristic,heuristic,heuristic,Wikidata SPARQL,artificial intelligence,https://en.wikipedia.org/wiki/Heuristic_%28computer_science%29,Q1981968,exact,8,11,0.92
experiments,experiments__reinforcement learning,reinforcement learning,reinforcement learning,reinforcement learning,reinforcement learning,reinforcement learning,reinforcement learning,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Reinforcement_learning,Q830687,exact,8,10,0.92
experiments,experiments__transfer learning,transfer learning,transfer learning,transfer learning,transfer learning,transfer learning; transfer-learning,transfer learning; transfer-learning,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Transfer_learning,Q6027324,exact; variant,7,20,0.92
experiments,experiments__gcn,gcn,gcn,gcn,graph convolutional network,gcn; graph convolutional networks,gcn; graph convolutional network; graph convolutional networks,Wikidata SPARQL,artificial neural network,https://en.wikipedia.org/wiki/Graph_convolutional_network,Q54811238,alias; variant,7,18,0.92
experiments,experiments__object detection,object detection,object detection,object detection,object detection,object detection,object detection,Wikidata SPARQL,computer vision,https://en.wikipedia.org/wiki/Object_detection,Q3045304,exact,7,17,0.92
experiments,experiments__machine learning,machine learning,machine learning,machine learning,machine learning,machine learning,machine learning,Wikidata SPARQL,artificial intelligence,https://en.wikipedia.org/wiki/Machine_learning,Q2539,exact,7,16,0.92
experiments,experiments__self-attention,self-attention,self-attention,self-attention,self-attention,self-attention; self-attention mechanism,self-attention; self-attention mechanism,Wikidata SPARQL,transformer machine learning model,,Q113364820,alias_variant; variant,7,11,0.72
experiments,experiments__gradient descent,gradient descent,gradient descent,gradient descent,gradient descent,gradient descent,gradient descent,Wikidata SPARQL,optimization algorithm,https://en.wikipedia.org/wiki/Gradient_descent,Q1199743,exact,7,8,0.82
experiments,experiments__xlnet,xlnet,xlnet,xlnet,XLNet,xlnet,xlnet,Wikidata SPARQL,language model,,Q107031747,exact,6,20,0.82
experiments,experiments__bag-of-words,bag-of-words,bag-of-words,bag-of-words,bag-of-words model,bag-of-words; bow,bag-of-words; bag-of-words model; bow,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Bag-of-words_model,Q3460803,alias; alias_variant,6,17,0.82
experiments,experiments__learning algorithms,learning algorithms,learning algorithms,learning algorithms,machine learning algorithm,learning algorithm; learning algorithms,learning algorithm; learning algorithms; machine learning algorithm,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Machine_learning_algorithm,Q110688486,alias; alias_variant,6,12,0.76
experiments,experiments__GPT-2,GPT-2,GPT-2,gpt-2,GPT-2,gpt-2,gpt-2,Wikidata SPARQL,large language model,https://en.wikipedia.org/wiki/GPT-2,Q95726727,variant,6,9,0.82
experiments,experiments__adam optimizer,adam optimizer,adam optimizer,adam optimizer,Adam optimizer,adam optimizer,adam optimizer,Wikidata SPARQL,optimization algorithm,https://en.wikipedia.org/wiki/Adam_%28optimization_algorithm%29,Q29410287,exact,6,6,0.82
experiments,experiments__deep learning,deep learning,deep learning,deep learning,deep learning,deep learning,deep learning,Wikidata SPARQL,artificial intelligence,https://en.wikipedia.org/wiki/Deep_learning,Q197536,exact,6,6,0.72
experiments,experiments__speech recognition,speech recognition,speech recognition,speech recognition,speech recognition,asr; automatic speech recognition; speech recognition,asr; automatic speech recognition; speech recognition,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Speech_recognition,Q189436,alias; exact,5,24,0.92
experiments,experiments__sentiment analysis,sentiment analysis,sentiment analysis,sentiment analysis,sentiment analysis,sentiment analysis; sentiment-analysis,sentiment analysis; sentiment-analysis,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Sentiment_analysis,Q2271421,exact; variant,5,19,0.92
experiments,experiments__GloVe,GloVe,GloVe,glove,GloVe,glove,glove,Wikidata SPARQL,word embedding,https://en.wikipedia.org/wiki/GloVe,Q22826110,exact,5,18,0.92
experiments,experiments__few-shot learning,few-shot learning,few-shot learning,few-shot learning,few-shot learning,few-shot learning,few-shot learning,Wikidata SPARQL,machine learning,,Q110797734,variant,5,16,0.92
experiments,experiments__policy gradient,policy gradient,policy gradient,policy gradient,policy-gradient method,policy gradient; policy-gradient,policy gradient; policy-gradient; policy-gradient method,Wikidata SPARQL,reinforcement learning,https://en.wikipedia.org/wiki/Policy_gradient_method,Q113840014,alias; alias_variant,5,12,0.92
experiments,experiments__machine translation,machine translation,machine translation,machine translation,machine translation,machine translation,machine translation,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Machine_translation,Q79798,exact,5,7,0.92
experiments,experiments__aggregation,aggregation,aggregation,aggregation,aggregation,aggregation,aggregation,Wikidata SPARQL,computational linguistics,https://en.wikipedia.org/wiki/Aggregation_%28linguistics%29,Q4692263,exact,5,5,0.82
experiments,experiments__PaLM,PaLM,PaLM,palm,PaLM,palm,palm,Wikidata SPARQL,large language model,https://en.wikipedia.org/wiki/PaLM,Q117232125,exact,4,61,0.82
experiments,experiments__deep networks,deep networks,deep networks,deep networks,deep neural network,deep networks; deep neural network; deep neural networks; dnn,deep networks; deep neural network; deep neural networks; dnn,Wikidata SPARQL,artificial neural network,https://en.wikipedia.org/wiki/Deep_neural_network,Q51289900,alias; alias_variant; exact; variant,4,13,0.92
experiments,experiments__distillation,distillation,distillation,distillation,knowledge distillation,distillation; knowledge distillation,distillation; knowledge distillation,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Knowledge_distillation,Q74253442,alias; exact,4,12,0.92
experiments,experiments__perplexity,perplexity,perplexity,perplexity,Perplexity,perplexity,perplexity,Wikidata SPARQL,large language model,,Q123403392,exact,4,9,0.82
experiments,experiments__rlhf,rlhf,rlhf,rlhf,reinforcement learning from human feedback,rlhf,reinforcement learning from human feedback; rlhf,Wikidata SPARQL,reinforcement learning,https://en.wikipedia.org/wiki/Reinforcement_learning_from_human_feedback,Q115570683,alias,4,7,0.92
experiments,experiments__supervised learning,supervised learning,supervised learning,supervised learning,supervised learning,supervised learning,supervised learning,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Supervised_learning,Q334384,exact,4,5,0.76
experiments,experiments__deep reinforcement learning,deep reinforcement learning,deep reinforcement learning,deep reinforcement learning,deep reinforcement learning,deep reinforcement learning,deep reinforcement learning,Wikidata SPARQL,deep learning,https://en.wikipedia.org/wiki/Deep_reinforcement_learning,Q65079156,exact,4,4,0.92
experiments,experiments__l-bfgs,l-bfgs,l-bfgs,l-bfgs,Limited-memory BFGS,l-bfgs,l-bfgs; limited-memory bfgs,Wikidata SPARQL,optimization algorithm,https://en.wikipedia.org/wiki/Limited-memory_BFGS,Q6549489,alias_variant,4,4,0.82
experiments,experiments__stemming,stemming,stemming,stemming,stemming,stemming,stemming,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Stemming,Q1416732,exact,4,4,0.76
experiments,experiments__GPT-4,GPT-4,GPT-4,gpt-4,GPT-4,gpt-4; gpt4,gpt-4; gpt4,Wikidata SPARQL,large language model,https://en.wikipedia.org/wiki/GPT-4,Q116709136,alias; variant,3,28,0.82
experiments,experiments__gnn,gnn,gnn,gnn,graph neural network,gnn; graph neural network; graph neural networks,gnn; graph neural network; graph neural networks,Wikidata SPARQL,artificial neural network,https://en.wikipedia.org/wiki/Graph_neural_network,Q107750691,alias; exact; variant,3,27,0.92
experiments,experiments__supervised fine-tuning,supervised fine-tuning,supervised fine-tuning,supervised fine-tuning,supervised fine-tuning,sft; supervised fine-tuning; supervised finetuning,sft; supervised fine-tuning; supervised finetuning,Wikidata SPARQL,large language model,,Q118129371,alias; variant,3,21,0.72
experiments,experiments__svm,svm,svm,svm,support vector machine,support vector machines; svm; svms,support vector machine; support vector machines; svm; svms,Wikidata SPARQL,classification algorithm,https://en.wikipedia.org/wiki/Support_vector_machine,Q282453,alias,3,20,0.92
experiments,experiments__gat,gat,gat,gat,graph attention network,gat; graph attention networks,gat; graph attention network; graph attention networks,Wikidata SPARQL,artificial neural network,,Q111725450,alias; variant,3,15,0.92
experiments,experiments__ner,ner,ner,ner,named-entity recognition,entity recognition; named entity recognition; ner,entity recognition; named entity recognition; named-entity recognition; ner,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Named-entity_recognition,Q403574,alias; exact,3,14,0.76
experiments,experiments__Word2Vec,Word2Vec,Word2Vec,word2vec,Word2Vec,word2vec,word2vec,Wikidata SPARQL,word embedding,https://en.wikipedia.org/wiki/Word2vec,Q22673982,exact,3,10,0.92
experiments,experiments__auc,auc,auc,auc,receiver operating characteristic,auc; roc; roc curve,auc; receiver operating characteristic; roc; roc curve,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Receiver_operating_characteristic,Q327120,alias,3,10,0.72
experiments,experiments__large language models,large language models,large language models,large language models,Large language model,large language models; llms,large language model; large language models; llms,Wikidata SPARQL,language model,https://en.wikipedia.org/wiki/Large_language_model,Q115305900,alias,3,9,0.92
experiments,experiments__recurrent neural networks,recurrent neural networks,recurrent neural networks,recurrent neural networks,Recurrent neural network,recurrent neural networks; rnn,recurrent neural network; recurrent neural networks; rnn,Wikidata SPARQL,artificial neural network,https://en.wikipedia.org/wiki/Recurrent_neural_network,Q1457734,alias; variant,3,8,0.92
experiments,experiments__vision-and-language,vision-and-language,vision-and-language,vision-and-language,Vision and Language,vision and language; vision-and-language,vision and language; vision-and-language,Wikidata SPARQL,artificial intelligence,,Q111467776,exact; variant,3,8,0.92
experiments,experiments__textual entailment,textual entailment,textual entailment,textual entailment,textual entailment,natural language inference; textual entailment,natural language inference; textual entailment,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Textual_entailment,Q6588467,alias; exact,3,8,0.76
experiments,experiments__text generation,text generation,text generation,text generation,natural language generation,natural language generation; nlg; text generation,natural language generation; nlg; text generation,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Natural_language_generation,Q1513879,alias; exact,3,7,0.92
experiments,experiments__alexnet,alexnet,alexnet,alexnet,AlexNet,alexnet,alexnet,Wikidata SPARQL,artificial neural network,https://en.wikipedia.org/wiki/AlexNet,Q28325009,exact,3,6,0.92
experiments,experiments__seq2seq,seq2seq,seq2seq,seq2seq,sequence-to-sequence learning,seq2seq,seq2seq; sequence-to-sequence learning,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Seq2seq,Q41589189,alias,3,6,0.92
experiments,experiments__activation function,activation function,activation function,activation function,activation function,activation function,activation function,Wikidata SPARQL,artificial neural network,https://en.wikipedia.org/wiki/Activation_function,Q4677469,exact,3,6,0.72
experiments,experiments__autoencoder,autoencoder,autoencoder,autoencoder,autoencoder,autoencoder; autoencoders,autoencoder; autoencoders,Wikidata SPARQL,artificial neural network,https://en.wikipedia.org/wiki/Autoencoder,Q786435,alias; exact,3,5,0.92
experiments,experiments__online learning,online learning,online learning,online learning,online machine learning,online learning,online learning; online machine learning,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Online_machine_learning,Q7094097,alias,3,5,0.92
experiments,experiments__label smoothing,label smoothing,label smoothing,label smoothing,label smoothing,label smoothing,label smoothing,Wikidata SPARQL,machine learning,,Q130364031,exact,3,5,0.76
experiments,experiments__shapes,shapes,shapes,shapes,"Shapes, Inc.",shapes,"shapes; shapes, inc.",Wikidata SPARQL,deep learning,,Q131682206,alias,3,5,0.72
experiments,experiments__word embeddings,word embeddings,word embeddings,word embeddings,word embedding,word embeddings; word vector,word embedding; word embeddings; word vector,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Word_embedding,Q18395344,alias,3,5,0.72
experiments,experiments__masked language modeling,masked language modeling,masked language modeling,masked language modeling,masked language model,masked language model; masked language modeling,masked language model; masked language modeling,Wikidata SPARQL,language model,,Q24868018,alias; exact,3,4,0.92
experiments,experiments__multi-task learning,multi-task learning,multi-task learning,multi-task learning,multi-task learning,multi-task learning; multitask learning,multi-task learning; multitask learning,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Multi-task_learning,Q6934509,alias; variant,3,4,0.92
experiments,experiments__natural language understanding,natural language understanding,natural language understanding,natural language understanding,natural language understanding,natural language understanding; nlu,natural language understanding; nlu,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Natural_language_understanding,Q1078276,alias; exact,3,4,0.92
experiments,experiments__linear regression,linear regression,linear regression,linear regression,linear regression,linear regression,linear regression,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Linear_regression,Q10861030,exact,3,3,0.92
experiments,experiments__machine learning models,machine learning models,machine learning models,machine learning models,machine learning model,machine learning models,machine learning model; machine learning models,Wikidata SPARQL,machine learning,,Q115215420,variant,3,3,0.76
experiments,experiments__search engine,search engine,search engine,search engine,search engine,search engine,search engine,Wikidata SPARQL,information retrieval,https://en.wikipedia.org/wiki/Search_engine_%28computing%29,Q19541,exact,3,3,0.72
experiments,experiments__tpu,tpu,tpu,tpu,AI accelerator,tpu,ai accelerator; tpu,Wikidata SPARQL,artificial neural network,https://en.wikipedia.org/wiki/Neural_processing_unit,Q24895600,alias,3,3,0.7
experiments,experiments__sentence embeddings,sentence embeddings,sentence embeddings,sentence embeddings,Sentence Embedding,sentence embedding; sentence embeddings; sentence representation; text embedding,sentence embedding; sentence embeddings; sentence representation; text embedding,Wikidata SPARQL,natural language processing,,Q140197859,alias; exact,2,32,0.92
experiments,experiments__wavenet,wavenet,wavenet,wavenet,Google Wavenet,wavenet,google wavenet; wavenet,Wikidata SPARQL,generative model,https://en.wikipedia.org/wiki/WaveNet,Q30315025,alias,2,18,0.82
experiments,experiments__ohem,ohem,ohem,ohem,Online Hard Example Mining,ohem,ohem; online hard example mining,Wikidata SPARQL,machine learning,,Q133567640,alias,2,13,0.76
experiments,experiments__YOLO,YOLO,YOLO,yolo,You Only Look Once,yolo,yolo; you only look once,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/You_Only_Look_Once,Q97732222,alias,2,13,0.72
experiments,experiments__xgboost,xgboost,xgboost,xgboost,XGBoost,xgboost,xgboost,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/XGBoost,Q23793561,exact,2,11,0.72
experiments,experiments__feature learning,feature learning,feature learning,feature learning,feature learning,feature learning; representation learning,feature learning; representation learning,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Feature_learning,Q17013334,alias; exact,2,9,0.92
experiments,experiments__bart,bart,bart,bart,BART,bart,bart,Wikidata SPARQL,language model,,Q108212505,exact,2,9,0.82
experiments,experiments__chatgpt,chatgpt,chatgpt,chatgpt,ChatGPT,chatgpt,chatgpt,Wikidata SPARQL,large language model,https://en.wikipedia.org/wiki/ChatGPT,Q115564437,exact,2,9,0.82
experiments,experiments__open assistant,open assistant,open assistant,open assistant,Open Assistant,open assistant; openassistant,open assistant; openassistant,Wikidata SPARQL,large language model,https://en.wikipedia.org/wiki/OpenAssistant,Q118176939,alias; exact,2,6,0.82
experiments,experiments__smt,smt,smt,smt,statistical machine translation,smt,smt; statistical machine translation,Wikidata SPARQL,machine translation,https://en.wikipedia.org/wiki/Statistical_machine_translation,Q3245113,alias,2,5,0.92
experiments,experiments__gpt-j,gpt-j,gpt-j,gpt-j,GPT-J,gpt-j; gpt-j 6b,gpt-j; gpt-j 6b,Wikidata SPARQL,large language model,https://en.wikipedia.org/wiki/GPT-J,Q116937684,alias_variant; variant,2,5,0.82
experiments,experiments__visual question answering,visual question answering,visual question answering,visual question answering,visual question answering,visual question answering; visual question-answering,visual question answering; visual question-answering,Wikidata SPARQL,question answering,,Q124169176,exact; variant,2,4,0.92
experiments,experiments__inspection,inspection,inspection,inspection,browsing,inspection,browsing; inspection,Wikidata SPARQL,information retrieval,https://en.wikipedia.org/wiki/Browsing,Q516508,alias,2,3,0.92
experiments,experiments__tokenization,tokenization,tokenization,tokenization,tokenization,tokenization,tokenization,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Tokenization_%28lexical_analysis%29,Q2438971,exact,2,3,0.92
experiments,experiments__pathways,pathways,pathways,pathways,Pathways,pathways,pathways,Wikidata SPARQL,machine learning,,Q111460849,exact,2,2,0.92
experiments,experiments__self-supervised learning,self-supervised learning,self-supervised learning,self-supervised learning,self-supervised learning,self-supervised learning,self-supervised learning,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Self-supervised_learning,Q77562367,variant,2,2,0.92
experiments,experiments__deberta,deberta,deberta,deberta,DeBERTa,deberta,deberta,Wikidata SPARQL,language model,,Q107031978,exact,2,2,0.82
experiments,experiments__prompt engineering,prompt engineering,prompt engineering,prompt engineering,prompt engineering,prompt engineering,prompt engineering,Wikidata SPARQL,generative artificial intelligence,https://en.wikipedia.org/wiki/Prompt_engineering,Q108941486,exact,2,2,0.72
